location,Latitude,Longitude,Free_Bikes,Empty_Slots,Total_Bikes,name,category,closed_bucket,distance,postcode,latitude,longitude,region,city,state,review_count,rating
"San Francisco Bay Area, CA",37.78243851977672,-122.4653774499893,14.0,8.0,22.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.78068,-122.450012,13.0,16.0,29.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.804648,-122.402087,13.0,9.0,22.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8335577,-122.2674183,4.0,14.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.785111,-122.477667,11.0,11.0,22.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.781722,-122.492844,9.0,11.0,20.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.79762790889688,-122.423534989357,1.0,21.0,22.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.78657849953654,-122.45342284440996,6.0,16.0,22.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8539069616438,-122.2896981239319,9.0,6.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.756808,-122.405943,11.0,3.0,14.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.772954,-122.509071,10.0,11.0,21.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7632417,-122.4306746,6.0,13.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.3302641,-121.8977018,6.0,13.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8388,-122.258732,6.0,13.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.86012459911685,-122.2693844139576,9.0,14.0,23.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8045623549303,-122.27173805236816,2.0,31.0,33.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.79801364395978,-122.40595042705534,2.0,16.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.72828159245282,-122.4506950378418,8.0,19.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7976728,-122.2629973,3.0,9.0,12.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8107432,-122.2914153,9.0,6.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.795913,-122.255547,2.0,18.0,20.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.816073115011406,-122.26788640022278,9.0,10.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.795194764385954,-122.27396965026855,20.0,6.0,26.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8123315,-122.2851712,7.0,8.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.77415256430236,-122.21239820122716,2.0,17.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.781123,-122.2329915,7.0,8.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7927143,-122.2487796,3.0,12.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.794396,-122.253842,13.0,1.0,14.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8160598,-122.2782444,7.0,12.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.79013985185364,-122.24237322807312,9.0,4.0,13.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.78381270927812,-122.4345588684082,12.0,17.0,29.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.79416044174933,-122.42156758904456,2.0,24.0,26.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.781981687527214,-122.43576988577844,19.0,8.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.764285,-122.4318042,5.0,13.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7670373,-122.4154425,2.0,17.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.774814,-122.418954,7.0,20.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.788032,-122.395626,21.0,18.0,39.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.783973,-122.442878,6.0,21.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.780949,-122.456303,17.0,2.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.77779057034257,-122.40643188357352,7.0,8.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.775522,-122.498498,8.0,8.0,16.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8238474,-122.2811926,6.0,8.0,14.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8002135669698,-122.25381016731262,6.0,29.0,35.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.78389935708493,-122.4084448814392,12.0,18.0,30.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.76328094058097,-122.4073773622513,3.0,24.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.72238229348268,-122.44380980730055,8.0,15.0,23.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.73017446887281,-122.43289589881896,9.0,10.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.73890064447666,-122.38952457904814,15.0,3.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.766594,-122.398198,19.0,8.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7802645,-122.4066435,10.0,16.0,26.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.775681,-122.494064,5.0,12.0,17.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7819295,-122.4827855,11.0,8.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8023,-122.4244135,3.0,20.0,23.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.765942,-122.449228,7.0,14.0,21.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7864555,-122.399749,19.0,1.0,20.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7646845,-122.4199265,1.0,6.0,7.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.763333,-122.4220555,16.0,5.0,21.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7370395,-122.3944985,5.0,14.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.784419,-122.439361,8.0,21.0,29.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.740048,-122.3834355,5.0,10.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7703135,-122.3912365,18.0,9.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.768227,-122.420359,5.0,12.0,17.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7661,-122.4266585,2.0,16.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.772219,-122.419976,2.0,19.0,21.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.750945,-122.4120835,13.0,10.0,23.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7914015,-122.391038,17.0,4.0,21.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.787332,-122.3881105,5.0,13.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8044325,-122.433523,15.0,12.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.774804,-122.446649,2.0,26.0,28.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7603435,-122.387449,20.0,2.0,22.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.769263,-122.407054,22.0,5.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8026635,-122.4360635,16.0,10.0,26.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.769244,-122.4269645,3.0,16.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.769818,-122.4291485,7.0,20.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7895875,-122.440683,12.0,7.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7866115,-122.4500525,7.0,15.0,22.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.775328,-122.458104,1.0,18.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.795402,-122.4046885,16.0,12.0,28.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7942465,-122.402855,21.0,1.0,22.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.794525,-122.3948805,15.0,10.0,25.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.772354,-122.4358575,4.0,22.0,26.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.759162,-122.4100475,7.0,8.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7785885,-122.392553,27.0,11.0,38.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7763115,-122.394495,11.0,7.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.730079,-122.3988045,8.0,7.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.785876,-122.4089225,24.0,11.0,35.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.764965,-122.3990255,14.0,12.0,26.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.764794,-122.3947595,25.0,6.0,31.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7645435,-122.410349,10.0,9.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7648385,-122.420141,8.0,8.0,16.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.780364,-122.4728095,15.0,9.0,24.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7751205,-122.464998,8.0,14.0,22.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8098236,-122.2801923,8.0,10.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.773238,-122.399998,9.0,14.0,23.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.770519,-122.442326,0.0,12.0,12.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.72095,-122.478859,13.0,17.0,30.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.722001,-122.482735,14.0,14.0,28.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.731085,-122.476163,16.0,11.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.775211,-122.511208,7.0,3.0,10.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.71616094545787,-122.440105676651,9.0,6.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.783176,-122.393378,18.0,9.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.808715,-122.2492512,3.0,20.0,23.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7851994,-122.3962173,23.0,14.0,37.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7840775,-122.411926,14.0,7.0,21.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.765429,-122.42189,15.0,6.0,21.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8689109,-122.2587857,0.0,22.0,22.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7476755,-122.420215,6.0,13.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.78646613354221,-122.39871607983105,13.0,5.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7896195,-122.400808,27.0,0.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.790296440371655,-122.3938751220703,25.0,6.0,31.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.355692651246365,-121.89225107431412,11.0,11.0,22.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8027671,-122.4132756,1.0,18.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.349426308788,-121.8876188993454,14.0,9.0,23.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.770282,-122.4154585,9.0,17.0,26.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7692231,-122.43406206015258,6.0,13.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7685449,-122.40423738710535,12.0,15.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.83575,-122.262654,5.0,10.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.837369,-122.267656,0.0,23.0,23.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7735622,-122.4425712,8.0,22.0,30.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.802688402040665,-122.26914636790752,7.0,12.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.80717108096738,-122.40927904844284,14.0,4.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.797249,-122.427457,11.0,7.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7587,-122.463774,3.0,23.0,26.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.806929,-122.411536,4.0,22.0,26.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.805442,-122.42313,1.0,31.0,32.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.760278,-122.419074,3.0,16.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7228179,-122.4472364,15.0,7.0,22.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7861375,-122.405234,33.0,1.0,34.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.78709359600294,-122.41670072078703,2.0,24.0,26.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8753207,-122.2601554,13.0,2.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.782574,-122.442203,9.0,18.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8020552,-122.4017154,12.0,19.0,31.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7822586,-122.3914651,27.0,7.0,34.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8494355,-122.2525406,12.0,10.0,22.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8051895,-122.29461686454056,13.0,10.0,23.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7690102,-122.4222482622354,3.0,16.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.82246767714513,-122.26597130298616,6.0,17.0,23.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.324414,-121.88078,15.0,4.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.3364659,-121.8766132,15.0,4.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.805376,-122.437261,11.0,15.0,26.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7637348,-122.41552403555308,8.0,15.0,23.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7811944,-122.3999862,2.0,28.0,30.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7788325,-122.4181591,12.0,3.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.778799,-122.4159632,12.0,18.0,30.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.722601,-122.3922705,15.0,4.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.3398531,-121.8636494,12.0,3.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.80028668467315,-122.42578603327274,0.0,19.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.792979854977766,-122.4233016371727,1.0,25.0,26.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8285951,-122.2663493,16.0,15.0,31.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.33116799422201,-121.88693761825562,7.0,10.0,17.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.767256698389865,-122.40032913185132,19.0,6.0,25.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7870025,-122.420053,5.0,15.0,20.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7737524,-122.3914274,14.0,4.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7971765,-122.4036272,12.0,2.0,14.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.764783,-122.3908972,23.0,2.0,25.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.791966,-122.429315,1.0,24.0,25.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7981975,-122.4474145,20.0,5.0,25.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.788048,-122.438812,3.0,24.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.768872,-122.3911087,32.0,2.0,34.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.750506,-122.4339496,7.0,10.0,17.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7965927,-122.4556884,15.0,1.0,16.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.799676,-122.452599,13.0,9.0,22.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.72489268384971,-122.4432384967804,7.0,16.0,23.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.726266,-122.479462,10.0,15.0,25.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.725603,-122.476561,6.0,8.0,14.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.723426,-122.455102,7.0,12.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7273951,-122.4354739,6.0,17.0,23.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.776598,-122.395282,9.0,8.0,17.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.76352708498452,-122.47949242628238,8.0,10.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.825785004382006,-122.25346968515623,0.0,19.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.82268385945021,-122.27292420364392,6.0,13.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.31975695999228,-121.89299941062929,8.0,10.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.77583378631289,-122.40269154310224,9.0,10.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.79917511263459,-122.44272915651892,19.0,2.0,21.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.36508806048156,-121.87161205351002,19.0,6.0,25.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7930958,-122.3988357,23.0,9.0,32.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.78970984996185,-122.40548387640956,12.0,20.0,32.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7724385,-122.4039235,12.0,12.0,24.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.82352279021405,-122.27718830108644,3.0,16.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7717667,-122.3866885,19.0,6.0,25.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.73065542923656,-122.4443047517252,7.0,11.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.75016713801581,-122.38654196262358,10.0,9.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.803968,-122.455079,14.0,3.0,17.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.80175010159663,-122.4563633604339,20.0,1.0,21.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.725372,-122.393954,4.0,18.0,22.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.81258108581741,-122.2685730457306,12.0,11.0,23.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.80303013575619,-122.27049618959428,9.0,16.0,25.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.78899099599619,-122.3922550678253,10.0,18.0,28.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.76909488728109,-122.38633275032042,32.0,10.0,42.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.82489252995112,-122.26043654610294,1.0,29.0,30.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7892792,-122.4450687,7.0,16.0,23.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.85760774739988,-122.26160466670989,0.0,15.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.771134537078765,-122.44534134864809,3.0,27.0,30.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.74207523594424,-122.38660231232642,8.0,7.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7688065330825,-122.41349816322328,6.0,13.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8356703,-122.2811258,10.0,8.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.785479,-122.419342,0.0,25.0,25.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.787963,-122.3918085,11.0,11.0,22.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.77599270441184,-122.39300568626936,14.0,19.0,33.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.83353887161604,-122.263693665756,9.0,9.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8063553,-122.2860187,8.0,14.0,22.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7543047,-122.4785927,2.0,12.0,14.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7540396,-122.4840403,7.0,7.0,14.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7539295,-122.4883438,6.0,8.0,14.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7628993,-122.4953893,13.0,7.0,20.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7626492,-122.5007785,4.0,10.0,14.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7589001,-122.4951291,1.0,18.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.763874,-122.509526,17.0,4.0,21.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.752809,-122.504261,11.0,8.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.76372118411808,-122.4753742486682,4.0,23.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.75699964338489,-122.50255097589334,13.0,2.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.75300468614256,-122.5085402813285,16.0,2.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.751471937685125,-122.49855753927037,16.0,7.0,23.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.80445377683579,-122.41579377360824,8.0,19.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.74058873182711,-122.38908866713396,13.0,0.0,13.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.75173717215301,-122.49560004673242,9.0,10.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.774256,-122.40185,21.0,7.0,28.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.78384421884662,-122.390002088434,3.0,23.0,26.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.785359635574224,-122.4318015575409,21.0,9.0,30.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7824146203997,-122.40019999757254,4.0,31.0,35.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.78235803304849,-122.39312995744228,26.0,3.0,29.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7423139,-122.4231805,6.0,9.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.34648029372904,-121.86856960181206,16.0,2.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.75488391783665,-122.42564865054452,5.0,10.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.780805727779445,-122.42190607010215,9.0,21.0,30.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8559558,-122.2597949,2.0,16.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.80330737378947,-122.41489757374517,9.0,18.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7896297,-122.3903352745212,13.0,5.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.758862,-122.412544,7.0,8.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7638471,-122.4130036,13.0,5.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7642245,-122.4673775,8.0,13.0,21.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7974387,-122.4339891,10.0,13.0,23.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.759211,-122.4367975,7.0,12.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7762475,-122.4262025,8.0,18.0,26.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.8738556998122,-122.28298832384976,16.0,15.0,31.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.75199174291808,-122.4189799743526,10.0,9.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.773587,-122.471357,14.0,13.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.78244163642955,-122.47198741577115,3.0,23.0,26.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.77756936716073,-122.42656908597016,7.0,24.0,31.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.77344259318636,-122.42715750770115,8.0,19.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.805454,-122.413668,10.0,13.0,23.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7810737,-122.4117382,17.0,12.0,29.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.795001,-122.39997,31.0,0.0,31.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.76707850458367,-122.40735858678818,6.0,21.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.77290764129927,-122.46593131805308,15.0,9.0,24.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.76486899,-122.5004981,0.0,10.0,10.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.770478954997095,-122.5105938991249,12.0,9.0,21.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.77169999448369,-122.45828202004182,3.0,12.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7666140891107,-122.46421122480088,3.0,24.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.76781983,-122.5018675,0.0,5.0,5.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.77093751,-122.4771164,0.0,7.0,7.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.76872962,-122.459429,0.0,4.0,4.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.73192120789263,-122.3898859765855,8.0,10.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.768384314385024,-122.45196695803196,5.0,21.0,26.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.771589,-122.495772,14.0,13.0,27.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.86210729531374,-122.25337594777848,0.0,19.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7814212049348,-122.41892348203352,1.0,25.0,26.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.72326479620352,-122.43782585917543,10.0,5.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.77911463264767,-122.4368621254282,0.0,26.0,26.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.720038,-122.433823,12.0,6.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.72024,-122.425312,10.0,8.0,18.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.795392,-122.394203,12.0,23.0,35.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.78175809088735,-122.48602866997176,10.0,4.0,14.0,,,,,,,,,,,,
