Bike_Id,Bike_Lat,Bike_Long,name,review_count,categories,rating,display_address,distance
a4b234ab072402cbfcbd5e306588d9a9,37.3413348,-121.9031829,SJ Omogari,2462,"Korean, Soup, Seafood",4.0,"154 Jackson St, San Jose, CA 95112",1063.2438923686684
a4b234ab072402cbfcbd5e306588d9a9,37.3413348,-121.9031829,Paesano Ristorante Italiano,1301,Italian,4.0,"350 W Julian St, Ste 1, San Jose, CA 95110",699.5314420959834
a4b234ab072402cbfcbd5e306588d9a9,37.3413348,-121.9031829,Firehouse No.1 Gastropub,1729,"American, Pubs, Gastropubs",4.0,"69 N San Pedro St, San Jose, CA 95110",980.862011356758
c7d58812e5bcf9183e20ec387d0386a9,37.80781318217903,-122.26449608802795,Parche,214,"Colombian, Tapas/Small Plates, Cocktail Bars",4.5,"2295 Broadway, Oakland, CA 94612",499.50266086008617
c7d58812e5bcf9183e20ec387d0386a9,37.80781318217903,-122.26449608802795,Mama Oakland,388,"Italian, Wine Bars",4.5,"388 Grand Ave, Oakland, CA 94610",888.5614403861862
c7d58812e5bcf9183e20ec387d0386a9,37.80781318217903,-122.26449608802795,Good Luck Gato,33,"Izakaya, New Mexican Cuisine",4.5,"1915 San Pablo Ave, Oakland, CA 94612",779.6039778037319
ade8fb7d8bab829cc6b2b752c02882ff,37.8110807,-122.2432677,Shakewell,1021,"Bars, Mediterranean, Spanish",4.0,"3407 Lakeshore Ave, Oakland, CA 94610",40.30936964562637
ade8fb7d8bab829cc6b2b752c02882ff,37.8110807,-122.2432677,Almond & Oak,266,"New American, Cocktail Bars",4.5,"3311 Grand Ave, Oakland, CA 94610",419.86899017650524
ade8fb7d8bab829cc6b2b752c02882ff,37.8110807,-122.2432677,Bardo Lounge & Supper Club,230,"Lounges, New American, Cocktail Bars",4.5,"3343 Lakeshore Ave, Oakland, CA 94610",33.697748730130655
3a9baba8738c921ad820add914d8d365,37.80889393398715,-122.25646018981932,Mama Oakland,388,"Italian, Wine Bars",4.5,"388 Grand Ave, Oakland, CA 94610",172.59070088589596
3a9baba8738c921ad820add914d8d365,37.80889393398715,-122.25646018981932,Parche,214,"Colombian, Tapas/Small Plates, Cocktail Bars",4.5,"2295 Broadway, Oakland, CA 94612",955.7556143945079
3a9baba8738c921ad820add914d8d365,37.80889393398715,-122.25646018981932,Limón,626,"Peruvian, Tapas/Small Plates, Latin American",4.5,"2450 Valdez St, Oakland, CA 94612",863.6839012464205
8870d1c76fa018d1758fad83f2be5237,37.8305452,-122.2739367,Hidden Spot - Emeryville,306,"Burgers, Sandwiches, Chicken Wings",4.5,"4000 Adeline St, Inside Hometown Heroes, Emeryville, CA 94608",360.3813468573875
8870d1c76fa018d1758fad83f2be5237,37.8305452,-122.2739367,Wally's Cafe,1988,"Mediterranean, Lebanese",4.5,"3900 San Pablo Ave, Emeryville, CA 94608",471.18189192742017
8870d1c76fa018d1758fad83f2be5237,37.8305452,-122.2739367,Joodooboo,77,"Korean, Delis",4.5,"4201 Market St, Oakland, CA 94608",223.1050577147619
a840a66dcf537eb53ff86c7ed469f491,37.8302232,-122.2709501,Hidden Spot - Emeryville,306,"Burgers, Sandwiches, Chicken Wings",4.5,"4000 Adeline St, Inside Hometown Heroes, Emeryville, CA 94608",623.3084872577533
a840a66dcf537eb53ff86c7ed469f491,37.8302232,-122.2709501,Moo Bong Ri Korean Restaurant,1159,"Korean, Soup, Chicken Wings",4.5,"4390 Telegraph Ave, Ste K, Oakland, CA 94609",725.1739310690281
a840a66dcf537eb53ff86c7ed469f491,37.8302232,-122.2709501,Lovely Day,107,"New American, Comfort Food, Breakfast & Brunch",4.5,"4629 Martin Luther King Jr Way, Oakland, CA 94609",590.5049827469328
315bd655b7cf06f4cf2e3c78879043e4,37.8127441,-122.2472152,Almond & Oak,266,"New American, Cocktail Bars",4.5,"3311 Grand Ave, Oakland, CA 94610",35.081273389207155
315bd655b7cf06f4cf2e3c78879043e4,37.8127441,-122.2472152,Sister,150,"Cafes, Cocktail Bars, Pizza",3.5,"3308 Grand Ave, Oakland, CA 94610",41.57769224973579
315bd655b7cf06f4cf2e3c78879043e4,37.8127441,-122.2472152,Shakewell,1021,"Bars, Mediterranean, Spanish",4.0,"3407 Lakeshore Ave, Oakland, CA 94610",401.3911934596167
c58c5e00d5caeb09fab3509a349ac2ce,37.85578332030199,-122.28312671184538,Creekwood,458,"Italian, New American",4.5,"3121 Sacramento St, Berkeley, CA 94702",686.3841107066288
c58c5e00d5caeb09fab3509a349ac2ce,37.85578332030199,-122.28312671184538,Secrets Of Tiger,40,"Asian Fusion, Pan Asian",4.5,"6520 Hollis St, Emeryville, CA 94608",1205.5463420465173
c58c5e00d5caeb09fab3509a349ac2ce,37.85578332030199,-122.28312671184538,Cali Alley,166,"Comfort Food, Food Delivery Services, Burgers",4.5,"1012 Grayson St, Berkeley, CA 94710",556.826500635334
55389695e3090fea977edbe85a0b7dfc,37.85557366182879,-122.2635653614998,Kuboba Spot,183,"Bubble Tea, Empanadas, Filipino",5.0,"2618 Telegraph Ave, Berkeley, CA 94704",875.8727306479342
55389695e3090fea977edbe85a0b7dfc,37.85557366182879,-122.2635653614998,Kiraku,1514,"Japanese, Tapas/Small Plates, Tapas Bars",4.5,"2566B Telegraph Ave, Berkeley, CA 94704",992.8643635112982
55389695e3090fea977edbe85a0b7dfc,37.85557366182879,-122.2635653614998,Phosho Dough,267,Vietnamese,4.5,"6601 Telegraph Ave, Oakland, CA 94609",456.46862196701386
81cc789c1070340c1930450769536ea2,37.8575672,-122.2675583,Kiraku,1514,"Japanese, Tapas/Small Plates, Tapas Bars",4.5,"2566B Telegraph Ave, Berkeley, CA 94704",1018.7933280968664
81cc789c1070340c1930450769536ea2,37.8575672,-122.2675583,Kuboba Spot,183,"Bubble Tea, Empanadas, Filipino",5.0,"2618 Telegraph Ave, Berkeley, CA 94704",933.7324309983203
81cc789c1070340c1930450769536ea2,37.8575672,-122.2675583,Southside Station,232,"Sandwiches, Comfort Food, Chicken Wings",4.5,"2504 Shattuck Ave, Berkeley, CA 94704",684.5991303482105
155125eff6270d14ae62b26c85f15ce3,37.3429973,-121.8888891,SJ Omogari,2462,"Korean, Soup, Seafood",4.0,"154 Jackson St, San Jose, CA 95112",817.9851688495471
155125eff6270d14ae62b26c85f15ce3,37.3429973,-121.8888891,Rollati Ristorante,83,Italian,4.0,"181 E Santa Clara St, Unit 10, San Jose, CA 95113",587.3853140417069
155125eff6270d14ae62b26c85f15ce3,37.3429973,-121.8888891,Hula Bar and Kitchen,140,"Bars, Hawaiian, Filipino",4.5,"30 E Santa Clara St, Ste 110, San Jose, CA 95113",748.127915440718
2bef6d41ec5018bb81726f3e1f59d344,37.3322326,-121.9125165,LUNA Mexican Kitchen - The Alameda,2573,"Mexican, Breakfast & Brunch, Vegetarian",4.5,"1495 The Alameda, San Jose, CA 95126",310.5671502359386
2bef6d41ec5018bb81726f3e1f59d344,37.3322326,-121.9125165,Zona Rosa,1536,Mexican,4.0,"1411 The Alameda, San Jose, CA 95126",170.0753063455554
2bef6d41ec5018bb81726f3e1f59d344,37.3322326,-121.9125165,Cheff Che Cafe & Bar,138,"Empanadas, Pancakes, New Mexican Cuisine",4.5,"975 The Alameda, Ste 80, San Jose, CA 95126",323.7226690210077
98374aab7a1553d232630758717d87a7,37.3319323,-121.9048882,True Brew San Jose - Taphouse & Kitchen,84,"Diners, American, Cocktail Bars",4.0,"787 The Alameda, Ste 10, San Jose, CA 95126",49.90099365832498
98374aab7a1553d232630758717d87a7,37.3319323,-121.9048882,LUNA Mexican Kitchen - The Alameda,2573,"Mexican, Breakfast & Brunch, Vegetarian",4.5,"1495 The Alameda, San Jose, CA 95126",946.4010651112147
98374aab7a1553d232630758717d87a7,37.3319323,-121.9048882,Tres Deli Si Oso,14,Pop-Up Restaurants,5.0,"815 W San Fernando St, San Jose, CA 95126",313.0996790449137
ead93e0002db0611076fb2d63f76ce05,37.3391456,-121.8841054,Rollati Ristorante,83,Italian,4.0,"181 E Santa Clara St, Unit 10, San Jose, CA 95113",305.6993050803219
ead93e0002db0611076fb2d63f76ce05,37.3391456,-121.8841054,Hula Bar and Kitchen,140,"Bars, Hawaiian, Filipino",4.5,"30 E Santa Clara St, Ste 110, San Jose, CA 95113",604.1741751366548
ead93e0002db0611076fb2d63f76ce05,37.3391456,-121.8841054,Paper Plane,1562,"Cocktail Bars, New American",4.0,"72 S 1st St, San Jose, CA 95113",658.6332897542794
3b360d106be2aeada021d0498be74fd5,37.32086614588923,-121.87627851963045,Smack Burgers,28,"Burgers, Pop-up Shops",4.5,"101 E Alma Ave, San Jose, CA 95112",481.4602837064208
3b360d106be2aeada021d0498be74fd5,37.32086614588923,-121.87627851963045,El Camaron De Sinaloa,402,"Seafood, Mexican, Sushi Bars",4.5,"245 Willow St, San jose, CA 95110",655.7270591905204
3b360d106be2aeada021d0498be74fd5,37.32086614588923,-121.87627851963045,Trini Doublez,2,Caribbean,4.5,"San Jose, CA 95128",237.3002966569427
62e21ee5590d59c9e7d740bf16a06bd3,37.7630152,-122.4264968,Freekeh,166,"Mediterranean, Middle Eastern",4.5,"3126 16th St, San Francisco, CA 94103",410.4621140782234
62e21ee5590d59c9e7d740bf16a06bd3,37.7630152,-122.4264968,Picaro,1953,"Spanish, Basque, Tapas Bars",4.0,"3120 16th St, San Francisco, CA 94103",417.97192071369295
62e21ee5590d59c9e7d740bf16a06bd3,37.7630152,-122.4264968,Gola,55,"Mediterranean, Cocktail Bars",4.5,"819 Valencia St, San Francisco, CA 94110",589.2503944686882
2b14980ea8a5986da568e3711ef9cf95,37.76704457969368,-122.39083349704742,GluGlu,13,"Wine Bars, Mediterranean, Seafood",4.5,"7 Warriors Way, Ste 202, San Francisco, CA 94158",349.1365637033119
2b14980ea8a5986da568e3711ef9cf95,37.76704457969368,-122.39083349704742,Mission Rock Resort,1736,"Seafood, New American, Venues & Event Spaces",4.0,"817 Terry Francois Blvd, San Francisco, CA 94158",413.92813424064474
2b14980ea8a5986da568e3711ef9cf95,37.76704457969368,-122.39083349704742,Parker Potrero,267,New American,4.5,"1399 18th St, San Francisco, CA 94107",703.3402312783531
2e148870409210e664005a58263b186a,37.32911866814779,-121.90457582473756,Lovens,26,"Comfort Food, Tacos",4.5,"956 Park Ave, San Jose, CA 95126",476.480981494244
2e148870409210e664005a58263b186a,37.32911866814779,-121.90457582473756,True Brew San Jose - Taphouse & Kitchen,84,"Diners, American, Cocktail Bars",4.0,"787 The Alameda, Ste 10, San Jose, CA 95126",328.2675171965023
2e148870409210e664005a58263b186a,37.32911866814779,-121.90457582473756,Tres Deli Si Oso,14,Pop-Up Restaurants,5.0,"815 W San Fernando St, San Jose, CA 95126",104.41217411815462
3cfc266f34c8daf3fa59119deca078ea,37.7316566899845,-122.45112150907516,Shanghai Dumpling King,611,Shanghainese,3.5,"696 Monterey Blvd, San Francisco, CA 94127",8.098199938087504
3cfc266f34c8daf3fa59119deca078ea,37.7316566899845,-122.45112150907516,Yume Sushi,27,Sushi Bars,4.5,"757 Monterey Blvd, San Francisco, CA 94127",115.80306022520776
3cfc266f34c8daf3fa59119deca078ea,37.7316566899845,-122.45112150907516,Purtea,23,"Bubble Tea, Coffee & Tea, Asian Fusion",4.5,"1422 Ocean Ave, San Francisco, CA 94112",986.2607337571735
b1385ff2e23b82e61c668a9fc8275142,37.80000163118878,-122.26643800735472,Lounge Chinatown,111,"Taiwanese, Lounges",4.5,"366 8th St, Oakland, CA 94607",471.4261602310147
b1385ff2e23b82e61c668a9fc8275142,37.80000163118878,-122.26643800735472,Saucy Oakland,197,"Pan Asian, Asian Fusion",4.5,"468 8th St, Oakland, CA 94607",689.8273432635159
b1385ff2e23b82e61c668a9fc8275142,37.80000163118878,-122.26643800735472,Popoca Oakland,73,"Salvadoran, Pop-Up Restaurants",4.5,"906 Washington St, Oakland, CA 94607",710.7829713300728
0dea2fc1c8cc19369db493d2278fbbbc,37.80696976095594,-122.26658821105956,Parche,214,"Colombian, Tapas/Small Plates, Cocktail Bars",4.5,"2295 Broadway, Oakland, CA 94612",557.3741565375303
0dea2fc1c8cc19369db493d2278fbbbc,37.80696976095594,-122.26658821105956,Good Luck Gato,33,"Izakaya, New Mexican Cuisine",4.5,"1915 San Pablo Ave, Oakland, CA 94612",633.5815306300882
0dea2fc1c8cc19369db493d2278fbbbc,37.80696976095594,-122.26658821105956,Duende,795,"Spanish, Tapas/Small Plates, Cocktail Bars",4.0,"468 19th St, Oakland, CA 94612",290.8442211201047
28754859653e0a656ba53e1fa0ea21db,37.80477,-122.403234,Fog Harbor Fish House,10013,"Seafood, Wine Bars, Cocktail Bars",4.5,"39 Pier, Ste 202A, San Francisco, CA 94133",723.3468731839994
28754859653e0a656ba53e1fa0ea21db,37.80477,-122.403234,Sotto Mare,5193,"Seafood, Italian, Bars",4.5,"552 Green St, San Francisco, CA 94133",721.7279642050029
28754859653e0a656ba53e1fa0ea21db,37.80477,-122.403234,Hillstone,2492,"New American, Wine Bars",4.0,"1800 Montgomery St, San Francisco, CA 94111",218.50355829337178
eb9c95aaf839b9c7e8b18e68288862a3,37.771762110313176,-122.39843755960464,KAIYŌ Rooftop,773,"Peruvian, Cocktail Bars, Sushi Bars",4.0,"701 3rd St, Fl 12, San Francisco, CA 94105",950.0099986342451
eb9c95aaf839b9c7e8b18e68288862a3,37.771762110313176,-122.39843755960464,Rosemary & Pine,172,New American,4.0,"1725 Alameda St, San Francisco, CA 94103",493.58399885519714
eb9c95aaf839b9c7e8b18e68288862a3,37.771762110313176,-122.39843755960464,Dumpling Time,2665,"Dim Sum, Asian Fusion",4.0,"11 Division St, San Francisco, CA 94103",411.681645283682
d057730bd39a7e2c920ff32d19393eb6,37.771058,-122.402717,Rosemary & Pine,172,New American,4.0,"1725 Alameda St, San Francisco, CA 94103",284.0501509431779
d057730bd39a7e2c920ff32d19393eb6,37.771058,-122.402717,Dumpling Time,2665,"Dim Sum, Asian Fusion",4.0,"11 Division St, San Francisco, CA 94103",152.02747844955388
d057730bd39a7e2c920ff32d19393eb6,37.771058,-122.402717,Niku Steakhouse,652,"Japanese, Steakhouses",4.5,"61 Division St, San Francisco, CA 94103",169.10093211277663
bafbf8c2ef10271c489e9ab99dc9bd21,37.772300631747626,-122.3930275440216,KAIYŌ Rooftop,773,"Peruvian, Cocktail Bars, Sushi Bars",4.0,"701 3rd St, Fl 12, San Francisco, CA 94105",730.906937772064
bafbf8c2ef10271c489e9ab99dc9bd21,37.772300631747626,-122.3930275440216,Rooftop 25,260,"Cocktail Bars, American",4.0,"25 Lusk St, San Francisco, CA 94107",706.9297320305768
bafbf8c2ef10271c489e9ab99dc9bd21,37.772300631747626,-122.3930275440216,ATwater Tavern,495,"Seafood, New American, Breakfast & Brunch",4.0,"295 Terry A Francois Blvd, San Francisco, CA 94158",557.9867334627871
2c505c45b2e849f1523a243b73a34daf,37.7662185,-122.4310597,Willkommen,237,"German, Breweries, Gluten-Free",4.0,"2198 Market St, San Francisco, CA 94114",19.611588704718557
2c505c45b2e849f1523a243b73a34daf,37.7662185,-122.4310597,Santeria,306,"Mexican, Cocktail Bars",4.5,"2251 Market St, San Francisco, CA 94114",160.99357239608818
2c505c45b2e849f1523a243b73a34daf,37.7662185,-122.4310597,Beit Rima,746,"Arabic, Mediterranean, Lebanese",4.5,"138 Church St, San Francisco, CA 94114",319.3933203262652
840924c8e286486604f62ef9c02ef185,37.8717192,-122.2730677,Kinda Izakaya,67,"Tapas/Small Plates, Izakaya, Ramen",4.5,"1941A University Ave, Berkeley, CA 94704",91.26104905993553
840924c8e286486604f62ef9c02ef185,37.8717192,-122.2730677,Berkeley Social Club,2078,"Breakfast & Brunch, Korean, Bars",4.0,"2050 University Ave, Berkeley, CA 94704",318.16955670671996
840924c8e286486604f62ef9c02ef185,37.8717192,-122.2730677,Gather Kitchen & Bar,2484,"New American, Bars, Pizza",4.0,"2200 Oxford St, Berkeley, CA 94704",657.8938081823262
9aabe0cff5a5e7c6b014dd2c163f1ebc,37.778058,-122.2254,Wahpepah’s Kitchen,199,"Salad, Game Meat, New American",4.5,"3301 E 12th St, Ste 133, Oakland, CA 94601",240.91101114844818
9aabe0cff5a5e7c6b014dd2c163f1ebc,37.778058,-122.2254,La Grana Fish,161,"Seafood, Tacos, Food Trucks",4.5,"3221 San Leandro St, Oakland, CA 94601",358.52622395486225
9aabe0cff5a5e7c6b014dd2c163f1ebc,37.778058,-122.2254,Aguachiles El Tamarindo,388,"Food Trucks, Seafood, Mexican",4.0,"3053 International Blvd, Oakland, CA 94601",162.9194378764896
6990760eb8be3fa93313672d7be369e6,37.8072393,-122.2893702,7TH WEST,127,"Venues & Event Spaces, Bars, Filipino",4.0,"1255 7th St, Oakland, CA 94607",362.244569151549
6990760eb8be3fa93313672d7be369e6,37.8072393,-122.2893702,Jolly-Jolly Coffee & Kitchen,137,"Caribbean, African",4.0,"1498 7th St, Ste B, Oakland, CA 94607",590.8544789459543
6990760eb8be3fa93313672d7be369e6,37.8072393,-122.2893702,Kowbird,333,"Sandwiches, Chicken Wings, Southern",4.0,"1733 Peralta St, Oakland, CA 94607",795.2606492054975
55f0ed0965a5a80f451700832338cd49,37.7752321,-122.2244982,Wahpepah’s Kitchen,199,"Salad, Game Meat, New American",4.5,"3301 E 12th St, Ste 133, Oakland, CA 94601",91.40881642200253
55f0ed0965a5a80f451700832338cd49,37.7752321,-122.2244982,Bacogai,192,"Hot Pot, Vietnamese",4.5,"2651 Blanding Ave, Ste E, Alameda, CA 94501",975.763141319546
55f0ed0965a5a80f451700832338cd49,37.7752321,-122.2244982,La Grana Fish,161,"Seafood, Tacos, Food Trucks",4.5,"3221 San Leandro St, Oakland, CA 94601",197.2210577601689
726e22d3f8e5b2f3b21230c49aa676c8,37.80874983465997,-122.28328227996823,Good Luck Gato,33,"Izakaya, New Mexican Cuisine",4.5,"1915 San Pablo Ave, Oakland, CA 94612",890.7278609826847
726e22d3f8e5b2f3b21230c49aa676c8,37.80874983465997,-122.28328227996823,Popoca Oakland,73,"Salvadoran, Pop-Up Restaurants",4.5,"906 Washington St, Oakland, CA 94607",1124.8726507621725
726e22d3f8e5b2f3b21230c49aa676c8,37.80874983465997,-122.28328227996823,Saucy Oakland,197,"Pan Asian, Asian Fusion",4.5,"468 8th St, Oakland, CA 94607",1202.393774116573
bd6bf51c4defa1eba0c9bdbc8478b3ce,37.8061628,-122.2760402,Good Luck Gato,33,"Izakaya, New Mexican Cuisine",4.5,"1915 San Pablo Ave, Oakland, CA 94612",430.89787010749086
bd6bf51c4defa1eba0c9bdbc8478b3ce,37.8061628,-122.2760402,Belly,1848,"Asian Fusion, Salad",4.0,"1901 San Pablo Ave, Oakland, CA 94612",418.1023473460739
bd6bf51c4defa1eba0c9bdbc8478b3ce,37.8061628,-122.2760402,Saucy Oakland,197,"Pan Asian, Asian Fusion",4.5,"468 8th St, Oakland, CA 94607",635.4361411309598
c0c37f106fa8f27da58b777b7681f9a8,37.7440667,-122.4214722,Outer Orbit,189,"Hawaiian, Asian Fusion, Beer Bar",4.5,"3215 Mission St, San Francisco, CA 94110",194.73838695916004
c0c37f106fa8f27da58b777b7681f9a8,37.7440667,-122.4214722,Komaaj,221,"Persian/Iranian, Vegetarian, Wraps",4.5,"10 29th st, San Francisco, CA 94110",45.52904843882354
c0c37f106fa8f27da58b777b7681f9a8,37.7440667,-122.4214722,The Front Porch,3219,"Southern, Cajun/Creole, American",4.0,"65 29th St, Ste A, San Francisco, CA 94110",55.980336013188634
446009f5d7c3932df1a0215e04df9891,37.7472996,-122.4114029,Outer Orbit,189,"Hawaiian, Asian Fusion, Beer Bar",4.5,"3215 Mission St, San Francisco, CA 94110",775.9068291108873
446009f5d7c3932df1a0215e04df9891,37.7472996,-122.4114029,Foliage SF,304,New American,4.0,"300 Precita Ave, San Francisco, CA 94110",187.862349781618
446009f5d7c3932df1a0215e04df9891,37.7472996,-122.4114029,Bottega,963,"Italian, Pasta Shops, Pizza",4.5,"1132 Valencia St, San Francisco, CA 94110",1192.7860662005814
caee8a5f24d36ec088093ba35c67492d,37.7436839,-122.4268059,Outer Orbit,189,"Hawaiian, Asian Fusion, Beer Bar",4.5,"3215 Mission St, San Francisco, CA 94110",636.9154572960613
caee8a5f24d36ec088093ba35c67492d,37.7436839,-122.4268059,Komaaj,221,"Persian/Iranian, Vegetarian, Wraps",4.5,"10 29th st, San Francisco, CA 94110",514.9921425252179
caee8a5f24d36ec088093ba35c67492d,37.7436839,-122.4268059,Damansara,84,Malaysian,4.0,"1781 Church St, San Francisco, CA 94131",141.15682101180647
bafd382d63b84005dec3dcfc5a326e98,37.745738796183325,-122.42214024066924,Outer Orbit,189,"Hawaiian, Asian Fusion, Beer Bar",4.5,"3215 Mission St, San Francisco, CA 94110",209.66516084456694
bafd382d63b84005dec3dcfc5a326e98,37.745738796183325,-122.42214024066924,Komaaj,221,"Persian/Iranian, Vegetarian, Wraps",4.5,"10 29th st, San Francisco, CA 94110",198.04974281141597
bafd382d63b84005dec3dcfc5a326e98,37.745738796183325,-122.42214024066924,The Front Porch,3219,"Southern, Cajun/Creole, American",4.0,"65 29th St, Ste A, San Francisco, CA 94110",215.21343922043638
d63f2433c8e67e0db4df7a87e5fb38e3,37.7478584,-122.4249863,Outer Orbit,189,"Hawaiian, Asian Fusion, Beer Bar",4.5,"3215 Mission St, San Francisco, CA 94110",537.7244286342633
d63f2433c8e67e0db4df7a87e5fb38e3,37.7478584,-122.4249863,Bistro Ember,60,Mediterranean,5.0,"1298 Church St, San Francisco, CA 94114",346.5668630924407
d63f2433c8e67e0db4df7a87e5fb38e3,37.7478584,-122.4249863,Bottega,963,"Italian, Pasta Shops, Pizza",4.5,"1132 Valencia St, San Francisco, CA 94110",832.4326114096839
5a3ef6c03f1ce19c588c078270170a18,37.8297046,-122.2876102,Flores - Emeryville,42,"Breakfast & Brunch, Cocktail Bars, Mexican",4.0,"5614 Bay St, Ste 244, Emeryville, CA 94608",575.5733366094644
5a3ef6c03f1ce19c588c078270170a18,37.8297046,-122.2876102,Pippal,25,Indian,4.0,"5614 Bay St, Ste 235, Emeryville, CA 94608",574.470157854257
